"In Dead or Alive 2, Hayabusa informs you that ""If your soul is imperfect,"" what?                                                     ";Living will be difficult
What is Celine Jules's (Star Ocean: The Second Story) favorite food?                                                                 ;Baby rabbit risotto
In Sonic the Hedgehog, the character Knuckles is what species?                                                                       ;Echidna
In 'Pac-Man' for the Atari 2600, how many points were each pellet worth?                                                             ;1
What item's sound effect was removed from Smash Brothers when it was ported from Japan to the United States                          ;The Beam Sword
"In Chrono Trigger, who is the ""Master of War?""                                                                                       ";Spekkio
What type of printer did Seiko develop for the 1964 Tokyo Olympics?;Dot matrix
The Internet Relay Chat Program, which normally connects to port 6667, is more commonly known as ___.;IRC
In the Mystical Ninja series, who is Goemon's sidekick?                                                                              ;Ebisumaru
What was the first Arcade game ever released?                                                                                        ;Computer Space
In Ultimate Mortal Kombat 3, what animal does Mileena turn into in her Animality?                                                    ;A Skunk
The Nintendo 64 was titled under what name during production?                                                                        ;Project Reality
Who invented Tetris ?;Alexi Pazhitnov
What was the first version of Microsoft Windows to have networking capabilities?;Windows for Workgroups
Who is the main character in the 'DeathQuest' series?                                                                                ;Lucretzia
What does ASCII stand for?;American Standard code for information interchange
What was Nintendo's first Arcade game?                                                                                               ;Radarscope
What country did the operating system 'Linux' come from?;Finland
In Super Mario Bros. 2, how many extra lives do you get for spinning three 7s on the slot machine?                                   ;10
"The quote ""You spoony bard!"" is from what game?                                                                                      ";Final FantasyIV
"Which was the first console ""Duke Nukem' game?                                                                                       ";Duke Nukem 64
Who is the CEO of Apple computers?;Steve Jobs
"In the Soul Edge series, who is known as ""The Dandy of the South Seas?""                                                              ";Cervantes
How much money do you start with in the game 'Wall Street Kid'?                                                                      ;500000
Which Writer established the three laws of robotics?;Isaac Asimov
If you're killing a goomba, what game are you playing?                                                                               ;Super Mario Bros.
Konami's classic shooter Salamander is better known in the U.S. as what?                                                             ;Life Force
On aircraft what does VTOL stand for?;Vertical Take off and landing
What does the CAT in CAT-SCAN stand for?;Computerised Axial Tomography
What color is the 1-up mushroom in Super Mario Bros.?                                                                                ;Green
"What's the first video game ever to contain an ""Easter Egg""?                                                                         ";Adventure
What was the hybrid pinball/video game in the Pac-Man series?                                                                        ;Baby Pac-Man
What was launched on the 4th December 1996 ?;Mars Pathfinder
Final Fantasy Legend 1-3 are known in Japan as what?                                                                                 ;SaGa 1-3
What new female fighter is introduced in 'Virtua Fighter 4'?                                                                         ;Vanessa Lewis
As what was Sony's video recorder known?;Betamax
What is the name of the Playstation controller that uses two analog joysticks?                                                       ;Dual Shock
What does the acronym HTML stand for?;Hyper Text Markup Language
Nintendo's mascot, Mario, has a last name. What is it?                                                                               ;Mario
In what game do you collect Jiggies, Jinjos, and Feathers (amongst other things)?                                                    ;Banjo-Kazooie
Who manufactured the first home video game system?                                                                                   ;Magnavox
