With Which Band Is Raul Malo The Lead Singer;The Mavericks
Who Is Known As Lady Soul;Aretha Franklin
"Who Won An Oscar For His Portrayal Of Broadway Legend George M Cohan In ""Yankee Doodle Dandy""";James Cagney
Ebony & Ivory Was A Hit For Which Famous Duo;Paul McCartney & Stevie Wonder
What note is written in the space above the bottom line of the treble clef?;F
What Was The First Top 10 Hit For The Temptations Reaching No.3 In 1969;I'm Gonna Make You Love Me
From Which Country Did The Dance, The Quadrille, Originate;France
"Who Is The Lead Singer Of The Band ""The Police""";Sting
What Was The Beat's Second Chart Success Achieving No.9 In Feb 1980;Hands Off, She's Mine
Pete Burns From Dead Or Alive Was Spun Around Like A What;Record
"With Just ""Paul McCartney"" On The Label As Artist Name His First No.1 In 1984";Pipes Of Peace
How Are Craig And Charlie Reid Better Known?;The Proclaimers
Bandleader James Last Started Out Playing Which Instrument;Double Bass
Which Letter Of The Alphabet Do The Sound Holes On Violins Resemble;The Letter 'S'
In the world of music, what job did Simon Fuller get sacked from in 1997?;Manager of the Spice Girls
Which French Superstars Originated My Way;Claude Francois
What did The Band The Clash Rock;The Casbah
"Who Recorded The Early 1990's Indie Classic ""Sheffield Sex City""";Pulp
"""He's In Town"" Was A Hit In 1964 For Which British Group";Rockin Berries
Which Lucky Man Spent Seven Weeks In The charts With Olivia And Sixteen With Sarah;Cliff Richard (Olivia Newton John) & (Sarah Brightman)
Which Trio Released The Album Crazy Sexy Cool;TLC
"Who Recorded The Album ""Who Made Who""";ACDC
"About Whose Sister Is John Lennons Song ""Dear Prudence""";Mia Farrow's
"Which Stones Hit Was Reputedly Based On Martha Reeves & The Vandellas ""Dancing In The Street""";I Can't Get No Satisfaction
Name Dan Hartman's first hit?;Instant Replay
Name Two Frank Ifields No.1's;I Remember You, Lovesick Blues, Wayward Wind, Confessin
How Is Rock Star Vincent Furnier Better Known?;Alice Cooper
Which British Female Singer Recorded An Album In Memphis With Jerry Wexler Producing;Dusty Springfield
What Kind Of triangle Did New Order Have;Bizarre Love Triangle
Name Led Zeppelins Drummer Who Died Of An Alcohol Related Incident In 1980;John Bonham
What Was The First No.1 For The Hollies;I'm Alive
Who Had A 90's Hit With The Song Mona;Craig McLachlan
"Whose 1999 Debut Solo Album Was Entitled ""Schizophonic""";Geri Halliwell
What Was The Beatles First Hit Single;Love Me Do
Irene T Escalera Is The Real Name Of Which Singer;Irene Cara
"The Cover Version ""Sea Of Love"" Was A Hit For The Honey Drippers Or The honey Eaters";The Honey Drippers
What was Brian's brother's name?;Clive
"Which Product Was Advertised Using The Clash's ""Should I Stay Or Should I Go"" Making The Record A UK Number Hit In 1991";Levi's
Which Country Singer Guested With The KLF On Their Single Justified & Ancient;Tammy Wynette
Name The One Colour Group And Their Best Selling One Colour Album From 1998;Simply Red / Blue
Which 3 ReMixed Sister Sledge Tracks Were Released In 1993;We Are Family, Lost In Music, Thinking Of You
The Brotherhood Of Man Recorded The Best Selling Single Of 1975 Can You Name It;Save All Your Kisses For Me
Which Fraudulent Duo Told The Girl It Was True But Must Have Missed Her When They Were Found Out;Milli Vanilli
Which Single Brought Together The Eurythmics & Aretha Franklin In 1985;Sisters Are Doin It For Themselves
"This Group Had Their greatest Hit Between ""Texas Cowboys"" And Rollercoaster Name It";Swamp Thing / The Grid
Who Sang Backing Vocals On U2's Pride;Chrissie Hynde
Which Label Did Blondie Record Under For Their String Of Late 70's & Early 80's Hits;Chrysalis
Which Group Spawned A Teenage Army Of Tartan Scarf Waving Fans;The Bay City Rollers
Faithless, Absolute & Hypnotize Were 80's Hits For Which Group;Scritti Politti
Who introduced Paul to John?;Ivan Vaughn
"What Part Did Tina Turner Play In Ken Russell's Movie ""Tommy""";The Acid Queen
In 1972 Mary Whitehouse Campaigned Furiously To Get Which Song Performed By An American Solo Artist Banned As She Deemed It Offensive;My Ding A Ling
Which male vocal range is pitched between tenor and bass?;Baritone
In The Film Risky Business Tom Cruise Danced Around His Living Room In His Underpants To What Song;Old Time Rock & Roll
Which 1970's Group Featured The Longmuir Brothers?;Bay City Rollers
Which DJ & Recording Artist Is Known As The House Godfather;Frankie Knuckes
Which 2 Boys Spent 12 Weeks In The Charts Together With A Re-Mixed Surfari's Track;Beach Boys & Fat Boys (Wipeout)
"Liza Minelli Recorded An Album With The ""Pet Shop Boys"" Or ""David Bowie""";The Pet Shop Boys
Which 1985 Song Was Co Written By Michael Jackson And Lionel Richie;We Are The World
James Todd Smith Is The Real Name Of Which Singer;LL Cool J
"Who Am I ""frederick Bulsara (1964-1991)";Freddie Mercury
"Which Swedish Female Vovalist Used ""Open Sesame"" To Enter The Charts";Leila K
Which Song Was Used To Launch MTV In America;Video Killed The Radio Star
In The World Of Music Monica & Gabriela Irimia Are Otherwise Known As Who?;The Cheeky Girls
When playing the bagpipes, what name is given to the “melody” pipe, played with one or two hands.;The CHANTER
What is Ray Charles' real last name?;Robinson
Whiose first solo hit was Spread A Little Happiness in 1982?;Sting
"How Are ""Florence Ballard & Mary Wilson"" More Commonly Known";The Supremes
Before Changing It To Bob Dylan What Was This Legends Name;Robert Zimmerman
Name Either Of Chopin's Christian Names;Frederic Froncois
"Who Had A Hit With ""Sweet Dreams Are Made Of This""";The Eurythmics
What Is Paul McCartneys Middle Name;Paul His First Name Is James
Both Roxette & Sheena Easton Had A Hit With A Song Called What;You Got The Look
Which White Blues Singer Had Attended The University Of Texas In The Early 60's And Been Voted The Ugliest Man On Campus;Janis Joplin
What Did Tom Petty's Band Break;Hearts
What Was A Big Hit For Cameo In 1986;Word Up
"Who Sang ""I can Drive 55"" From The Film ""Back To The Future 2""";Sammy Hagar
Name The Band: Robert Plant, Jimmy Page, John Paul Jones, John Bonham;Led Zeppelin
"A Decade Later He Found A New Dawn But Who Had A No.5 Hit ""Bless You"" In 1961";Tony Orlando
Which Playing Card Was A Big Hit With Motorhead;The Ace Of Spades
Which Andrew Lloyd Webber musical is set in the Troubles Of Belfast in the early 1970's?;The Beautiful Game
Which Bands Career Was Boosted By An MTV Appearance Without Their Make Up;Kiss
In which Beatles song does the singer feel 2 foot small?;You've Got To Hide Your Love Away
Marvin Lee Aday Is The Real Name Of Which Well Known Singer;Meatloaf
"""Love Affair"" Had Three Top 10 Hits In 1968 Name 2 Of Them";Everlasting Love, Rainbow Valley, A Day Without Love
Unknown Until the 60's Who Started Their Career With A Wartime Mining Disaster;The Bee Gees, New York Mining Disaster
"The Song ""Crazy"" Is Synonymous With Pasty Cline But Who Wrote It";Willie Nelson
Who Was Standing In the Road;Blackfoot Sue
"""Need You Tonight"" Was A Hit For Which Aussie Rockers";INXS
What Was Rod Stewarts 1975 Nautical UK No.1 Single;Sailing
Which Film Director Did Madonna Marry In Scotland In 2000;Guy Richie
Who Knew Major Tom Was A Junkie;David Bowie
What Are Tracy Thorn & Ben Watt Collectively Known As;Everything But The Girl
What Was Westlifes First UK Number One Hit?;Swear It All Over Again
Which Musical Was Built Around The Songs Of The Pop Group Abba;Mamma Mia
Who Had A Number One Hit With “Fill Me In” In 2000?;Craig David
What Connects Jeff Healey, Ray Charles, Stevie Wonder;All Are Blind
Who Organised The Legendary 1972 Bickershaw Festival Starring The Grateful Dead, Captain Beefheart, & Donovan;Jeremy Beadle
Name Paul McCartneys Back Up Group On His We All Stand Together Single;The Frog Chorus
"Which Band Recorded The Album ""Hysteria""";Def Leppard
On the 80's album Purple Rain who backed Prince?;The Revolution
Who Had A Hit In 1981 With The Song Daddy's Home;Cliff Richard
"Which 1990's Star Appeared As A Child On The Sleeve To The Grateful Deads 1969 ""Aoxmoxoa"" Album";Courtney Love
"Was ""Glory Of Love"" A Hit For Peter Cetera Or Kenny Loggins";Peter Cetera
What Is Micks Middle Name;Philip
"How Are ""Alan, Wayne Merrill, Jay & Donny"" More Commonly Known";The Osmonds
Name The Label That Links Joy Division, Durutti Column, OMD, A Certain Ratio, New Order & Happy Mondays;Factory
Which Paul Simon Album Won A Grammy For Album Of The Year In 1987;Graceland
What Was Des O Connor's Only No.1 Single;I Pretend
"Name The Year: ""Wuthering Heights"", Grease (Movie), Keith Moon Dies Of An Overdose";1978
Reaching No.13 In The Charts What Did Secret Affair Advocate 1979 As;Time For Action
"Which US Songwriting Team Produced The Hits ""Searchin, Yakety Yak, Charlie Brown, & Poison Ivy"" For The Coasters";Jerry Leiber & Mike Stoller
From Which Film Did Duran Duran Take Their Name;Barbarella
"Name The Geordie ""Hard Man"" And His No.1 From July 1992";Jimmy Nail / Aint No Doubt
Which Rock Star is Nicknamed Slowhand?;Eric Clapton
Who Sang The Theme Tune To The Bond Movie The Spy Who Loved Me?;Carly Simon
"""Brass In Pocket"" Was A Hit For Which Band";The Pretenders
"Which Solo Artist Sang Backing Vocals On The Dire Straits Hit ""Money For Nothing""";Sting
What Is The Best Selling Classical Album Of All Time;Essential Pavarotti
"What Song Features The Lyric ""Giant Steps Are What You Take""";Walking On The Moon
John Elliot Was A Member Of Which Band;Def Leppard
What Connects The Lightning Seeds, Cilla black , Space;Liverpool
Which Famous Pop Group Did Brothers Brian, Carl & Dennis Form In 1961 Joined By Cousin Mike & Friend Al;The Beach Boys
Which Group Features Tommy Lee As Drummer;Motley Crue
Which Band did Mick Talbot & Paul Weller Form In 1983;The Style Council
Which Musician Was Once A Member Of Depeche Mode, Yazoo & Erasure;Vince Clark
What Was The First Top Twenty Hit In The Uk For Stevie Wonder;Uptight (Everythings Alright)
Who Released An Album In 1982 Called Simply;Status Quo
Who Was Responsible For The Assassination Of John Lennon;Mark David Chapman
What was George's first composition on the A Side of a Beatles single?;Something
"Can You Name ""Tears For Fears"" Debut Album";The Hurting
In which area of London are the Abbey Road studios located?;St. John's Wood
"From 1994 What Was ""All For Ones"" Biggest Hit";I Swear
Which Was The First Single Released By The Beatles On The Apple Label;Hey Jude
Where Did The Beatles Appear On The 30th January 1969;"Roof Of The Apple Offices ""Saville Row, London"""
In which year was the Summer Of Love?;1967
In The Peter Kay Video To Is This The Way To Amarillo Who Are The First 2 People To Join Peter Kay On His Journey In This Charity Video;Ken & Deirdre (Barlow)
"""Safety Dance"" Was A Hit For Which Band";Men Without Hats
Lou Rawls, Sam & Dave , Wilson Pickett, Otis Redding Who Is Next In Line And Why;James Brown
"Which Regard To The Po Boyband ""JLS"" What Do The Initials JLS Stand For";Jack The Lad Swing
Rod Stewart's first album was called after whiuch alley?;Gasoline Alley
Which Shakespeare play shares it's title with a 1981 Dire Straits hit;Romeo & Juliet
Name The 4 Members Of The Travelling Wilburys PFE;George Harrison, Roy Orbison, Tom Petty, Bob Dylan
"The Lee Dorsey Song ""Working In A Coal Mine"" Was Later Covered By Which Quirky Band";Devo
The Scottish Band The Soup Dragons Got Their Name From Which Childrens TV Show;The Clangers
Which Chicago Club Gave House Music It's Name;The Warehouse Club
John's first published book was called:;In His Own Write
What Numeric Link Did Bros Have In Common With Tears For Fears;Each Group Had 2 Members (Twins)
Who Is The Youngest Member Of Boyzone;Ronan Keating
Instrumental Band B Bumble & The Stingers Had A No.1 Hit In 1960 With A Single Based On A Tchaikovsky Tune What Was The Song;Nut Rocker
What Was Ray Stevens 1974 Hit Based On The Phenomenon That Was Occuring At Sports Events Of The Time;The Streak
"Who Wrote And Performed ""Informer""";Snow
How Many Members Are There Of The Band “The Pussy Cat Dolls”;7
Now That We've Caressed And Kissed So Warm And Tender I Cant Wait;Johnny Bristol / Hang On In There Baby
Who Is Placebo's Outrageous Lead Singer;Brian Molko
Who led the Crazy World?;Arthur Brown
"""Rollin"" And ""Once Upon A Star"" Were No.1 Albums For Which 70's Sensation";The Bay City Rollers
What was Britain's first winning entry in The Eurovision Song Contest (name The Song);Sandie Shaw / Puppet On A String
What Vehicle Drove Natalie Cole Into The Top Ten In 1988;Pink Cadilac
Who recorded 'In the Air Tonight' in 1981?;Phil Collins
Who Joined Queen in their 1981 hit Under Pressure;David Bowie
Who Married Actress Julia Roberts In 1993;Lyle Lovett
What Did Ron Pigpen McKernan, Keith Godcheaux & Brent Myland All Have In Common;All Keyboardists Who Died While With The Grateful Dead
"Which Group Starred ""Magical Mystery Tour""";The Beatles
Son Of My Father Is Credited As Being The First Song Ever To Feature Which Instrument;A Synthesizer
Which TV Talent Show Did Mary Hopkins Win;Opportunity Knocks
Name The First Chart Entry for Guns N Roses Ranking Higher On Its Re-Release In 1988;Welcome To The Jungle
Which Police Track Got To No.2 On Its Re-Entry In 1979;Can't Stand Losing You
Bonnie Tyler Had A Total Eclipse Of The What;Heart
"Who Let His Trumpet Do The Talking With ""This Guys In Love With You""";Herb Albert
Jim Morisson Was Found Dead In What;The Bath
"In 1981 Which British Band Had A Hit Album Entitled ""From The Tearooms Of Mars To The Hellholes Of Uranus"" And A Hit Single Called Einstein A Go Go";Landscape
"Who recorded Paul's song ""Goodbye""?";Mary Hopkin
Who Legally Adopted A Symbol To Replace His Name In 1993;Prince
Who Sang The First Song Ever To Be Performed On Top Of The Pops;Dusty Springfield
Who Sang About Patches In 1970;Clarence Carter
Who Sang The Theme To The Bond Movie For Your Eyes Only;Sheena Easton
What Was The Biggest Selling Album Of The 80's;Michael Jacksons (Thriller)
From What Do The Doobie Bros Take Their Name;A Marijuana Joint Known As Doobie
When Did Sid Vicious Join The Sex Pistols;1977
Who Sung The Theme Tune to The Bond Movie “For You're Eyes Only”?;Sheena Easten
Which Song Was George Harrison Accused Of Plagiarising For His Hit My Sweet Lord;He's So Fine
What Was The Christmas Number One In 1995;Michael Jackson / Earth Song
Elvis Presleys Twin Brother Died At Birth What Was His Name;Jesse Garon
Which pop group invited you to take them “Dancing Naked In The Rain”;Blue Pearl
Slim Whitman Stayed At No.1 In The Uk Charts For 11 Weeks With Which Ballad;Rosie Marie
Why Does Gene Kelly Suddenly Stop In The Singing In The Rain Routine;He Notices The Policeman
"Who had A Top 20 Hit With ""Over The Hills And Far Away"" In The Mid 80's";Gary Moore
"Who has ""hair of floating sky""?";Julia
In Village People, there was an American Indian a cowboy, a consrtuction worker, a biker and who else?;A Policeman
"Which Union Did ""Duran Duran"" Sing About";The Union Of The Snake
"Although The Claim Of Millions Who Is Undoubtedly ""Born In The Usa""";Bruce Springsteen
"Which British Rock Band Launched A Record Label Named ""Bludgeon Riffola"" In The 1980's";Def Leppard
High on the Happy Side was a No1 album for which band in 1992?;Wet Wet Wet
Amount Beatles received to play The Ed Sullivan Show;$3.500 
Which member of Guns 'n' Roses was born in Stoke, England?;Slash
What was John Lennon's real middle name?;Winston
Who Played Lead Guitar And Sang Backing Vocals On Champagne Supernova;Paul Weller
Jenny & Lyn Beggren Are Singers With Which 90's Group;Ace Of Base
Which was the first group beginning with the letter V to have a No.1 hit in the UK?;The Village People
Shorty Long Had A Short Solo Career With Which Tamia Motown Classic;Here Comes The Judge
Cantonese Boy Was Between 2 Top Ten Hits In Which Early 80's Bands career;Japan
Michael McNeil & Charles Burchill Are Members Of Which Band;Simple Minds
"Who Had Hits With ""Kiss Me Deadly"" & ""Close My Eyes Forever""";Lita Ford
Which Sean Maguire Track Re-Entered The Charts In 1994;Take this Time
Name The Owner Of Sun Records;Sam Phillips
In Which 80's Band Was Craig Logan A Member;Bros
"""Mean Man"", ""The Real Me"" And ""Forever Free"" Are All 80's Tracks From Which US Band";W.A.S.P
"In The Song ""Oh What A Beautiful Morning"" From Oklohoma How High Does The Corn Grow";As High As An Elephants Eye
What was the second successive No1 for Aqua?;Doctor Jones
Whose Trumpet Was Recognizable By The Way It Was Bent Out Of Shape;Dizzy Gillespie
"Who Performed The Main Title Song To The Film ""The Girl Can't Help It""";Little Richard
"""Ever So Lonely"" Was A Hit In 1982 For Whom";Monsoon
Name the band formed by Ace Frehley after he left Kiss?;Frehley's Comet
"In Which Year Were The Following All UK Chart Hits: ""Come As You Are"" By Nirvana, ""The Crying Game"" By Boy George And Rhythm Is A Dancer"" By Snap?";1992
The Police sung about it in 1981, Queen sung about it in 1986 and Take That sung about it in 1992 what word did they all sing about?;Magic
"Who Wrote Aretha Franklins ""Respect""";Otis Redding
In a standard orchestra line-up which musicians sit immediately to the conductor's left?;First Violin
What is Ozzy Osbourne's real first name;John
Who Underwent Treatment For Rabies Following An Incident In Which He Bit Of The Head Of A Live Bat;Ozzy Osbourne
"Who recorded The Paul McCartney Track ""Goodbye""?";Mary Hopkin
"Name Three Of The Songs Featured On The 1986 Release ""It's It's The Sweet Mix""";Blockbuster, Fox On The Run, Teenage Rampage, Hell Raiser, Ballroom Blitz
"Who Had A Multi Million Best Seller With ""How Much Is That Doggy In The Window""";Patti Page
What Connects The Average White Band, The Stranglers, Dionne Warwick;Walk On By
"Who Achieved Chart Success With ""Everybodys Free To Feel Good"" In 1991";Rozalla
Before she joined Jefferson Airplane, for which group did Grace Slick sing?;The Great Society
What was John Lennons father's name?;"Alfred ""Freddie"" Lennon"
Sloop John B & God Only Knows Appeared On Which Milestone Album;Pet Sounds
Who Boogied On Down To The Funky Nassau;Beginning Of The End
Which Robert Palmer Song Featured In The Movie Cocktail;Addicted To Love
From What Country Do The Dance Band Cascada Come From;Germany
Name The Arranger / Orchestra Leader On Frank Sinatra's Songs For Swinging Lovers Album;Nelson Riddle
What's The Connection Between Nenah Cherry, Malcolm Mclaren & Bob Marley;Buffalo's
By What Name Is George O'Dowd Better Known;Boy George
What's The Connection Between Len Barry, Paul Hardcastle & Manfred Mann;(Numbers) 123, 19, 54321
"Who Wrote A Book Entitled ""The Adventures Of Lord Iffy Boatrace""";Bruce Dickinson
"What Connects ""Windmills Of Your Mind"", ""Evergreen"", ""Take My Breath Away""";Oscar Winning Songs
Who Wrote The Musical The Rocky Horror Picture Show?;Richard O'Brian
Which Successful Solo Artist Is The Regular Host Of The Country Music Awards;Vince Gill
"In 1963 The Cougars Had A Hit Instrumental ""Saturday Night At The Duckpond"" But Were Banned By The BBC For ""Defacing A classical Melody"" What Ballet Did The Melody Come From";Swan Lake / Tchaikovsky
Bluebird, Tishbite & Violaine Were All Minor Hits For Whom;The Cocteau Twins
After Initial Sucess With Two Tone Which Group Changed Their Label To Go Feet In 1980;The Beat
What Musical Act Spent The Most Weeks At No.1 Throughout The Year 2006;Gnarls Barclay, Crazy
Paul Weller Ocean Colour Scene & Dodgy All Contributed To A Tribute Album Of Which Band;The Small Faces
In 1970 Sessionman Tony Burrows Famously Appeared On Top Of The Pops Singing With 3 Different Groups Can You Name Any Of Them PFE;Brotherhood Of Man, Edison Lighthouse, White Plains
What Was The Name Of The Debut Single For The 90's German Band Snap!;The Power
"To Who Was U2's Song ""Pride In The Name Of Love"" Dedicated";Martin Luther King
Which Neil Diamond Huit Was Inspired By The Movie E.T;Heartlight
"Which Belgian Artist Is Remembered For ""Ca Plane Pour Moi""";Plastic Bertrand
"Who Recorded ""Schools Out"", ""Muscle Of Love"", ""Billion Dollar Babe""";Alice Cooper
"""It's Too Late Now"" Entered The Charts Twice In 1963 For Which Group";Swinging Blue Jeans
Jello Biafra Was The Lead Singer For Which American Punk Band;The Dead Kennedys
Which group had a top 10-album chart success with 'What's the story, morning glory'?;Oasis
"""Rainy Days & Mondays"" Was A Hit For Which 70's Group?";The Carpenters
How Old Was John Lennon When He Was Murdered;40
Who was best man at John Lennon and Cynthia Powells wedding?;Brian
Will Smith's Rapper Alter Ego Was Who;The Fresh Prince
In Which Type Of Car Was Marc Bolan A Passenger When He Was Tragically Killed;A Mini
Who Was Charles Edward Anderson Berry Better Known As;Chuck Berry
What Was The Name Of Elvis Presleys Home;Graceland
"Whose First Single Was ""Release Me""";Engelbert Humperdinck
"With Which Group Did Marc Almond Record The 1985 Hit ""I Feel Love""?";Bronski Beat
"Who Begged For ""Just One More Night"" In 1978";Yellow Dog
Which Artist Married Carrie Fisher In August 1983;Paul Simon
What Group Consisted Of Jo,Tina,Hannah,Rachel,Paul,Bradley,Jon;S Club 7
"1971's ""Move On Up"" Was The Biggest UK Hit For Which Soul Superstar";Curtis Mayfield
Name The Russian Composer Who Wrote Peter & The Wolf;Sergei Prokofiev
Who Had A No.1 In 1998 With C'est La Vie;Bewitched
Posdnous, Trugoy the Dove & PA Pacemaster Mase Had Their First Hit In 1989 How Are They Collectively Known;De La Soul
Who Tore Up A Picture Of The Pope Live On US Television In 1992;Sinead O Connor
"Whose Albums Include ""Copperhead Road, Guitar Town & A Train A Comin""?";Steve Earl
What Was XTC's Senses Working;Overtime
"Fairground Attraction Had A Hit With The Song ""Perfect"" Or ""People""";Perfect
Which group was no.1 in the charts in ’95 with “back for good”?;Take That
KC and the Sunshine Band stemmed from which US state?;Florida
Fred Scnheider Was A Member Of Which Famous Band;The B 52's
What Is The Connection Between Jean Luc Ponty, Stephane Grappelli, & Jerry Goodman;Violin
"Who Had A Hit With ""I Love A Rainy Night""";Eddie Rabbitt
Who Was The Lead Singer & Producer For Cameo;Larry Blackmon
"""Get Off My Cloud"" Was A Hit For Which Group In 1965";The Rolling Stones
"Who Were ""Big In Japan""";Alphaville
The Bee Gees Were Born In Manchester But Spent Their Teenage Years Where;Australia
"Which 2 Musicians Co Wrote & Produced ""Do They Know Its Christmas""";Midge Ure & Bob Geldof
Who Immortalised The 1969 Woodstock Festival In Song;Joni Mitchell
Which Song Recorded By Whitney Houston In 1993 Was Originally A Hit For Chaka Khan In 1978?;I'm Every Woman
Which Members Of The Bee Gees Were Twins;Maurice & Robin
"The Single ""Up Where We Belong"" Is Taken From Which Film";An Officer And A Gentleman
Which British Sax Player Fronted The Band Paraphernalia;Barbara Thompson
The Daughter Of Which Tv Game Show Host Had A Hit As A Member Of Toto Coelo With I Eat Cannibals;Bob Holness
"Which 1982 Chart Topping Singer Had Earlier Appeared On TV As Alex Haley's Mother In ""Roots The Next Generation"" And As A Jim Jones Cult Member In ""The Guyana Tragedy""";Irene Cara
In Which Year Was John Lennon Murdered;1980
What Stevie Wonder song was recorded by 'Beck Bogart and Appice'?;Superstition
"Who Recorded the Album ""Alright Now"" - ""Change"" & ""Heartache""";Pepsi & Shirlie
Who Was Bound For Delaware In 1960;Perry Como
"What was the original working title of the Beatles movie ""Help""?";Eight Arms To Hold You
Name The Band: Tony Mortimer, Brian Harvey, John Hendy, Terry Coldwell;East 17
Which Band Produced the Mega Selling Album “Rumours”;Fleetwood Mac
Ian Brown Fronts Which Band;The Stone Roses
"Which Punk Band Had A Minor Hit In 1982 With A Cover Of Ralph Mctell's ""The Streets Of London""";The Anti Nowhere League
"Who Wrote The Words & Music For ""Fifty Ways To Leave Your Lover""";Paul Simon
"Which Peter Was Offered A Record Contract Live On Air After His Version Of ""Don't Be Cruel""";Peter Andre
"Who Wanted To Take Things ""One Day At A Time"" In 1979";Lena Martell
"Which 90's Song Opens With The Line ""She Came From Greece She Had A Thirst For Knowledge""";Pulp / Common People
By Which Name Is Paul Gadd Better Known;Gary Glitter
"Who Had A No.1 Huit In 1967 With ""Let The Heartaches Begin""";Long John Baldry
Writer For Michael Jackson, George Benson & Michael Mcdonald Among Others With Which Band Did Rod Temperton First Find Success;Heatwave
Where Can you see Lenny Bruce, Edgar Allen Poe, Karl Marx, and HG Wells all in the same place at the same time;Sergeant Peppers
Name The Carly Simon US No.1 For Which Mick Supplied A Backup Vocal;You're So Vain
In Music How Are The Trio Of “Ferguson, Pinkney And Holliday” Better Known;The 3 Degrees
Which All-Male Group Spent More Weeks On The UK Charts In The 1980s Than Any Other Group?;Madness
Kim Smith Is The Real Name Of Wjich Singer;Kim Wilde
Which phrase with a French flavour was the titleof Paul Young's debut album?;No Parlez
Who is Pat Andrejewski better known as?;Pat Benatar
"Who Had A 1994 Hit With ""Them Girls, Them Girls""";Zig & Zag
How Many Girls Were There In Steps;3 , Lisa, Claire, Faye
According To The Title Of Their 1979 Hit, Where Did The Leyton Buzzards Spend Saturday Night;Beneath The Plastic Palm Trees
"Who Asked ""Am I The Same Girl"" In 1992";Swing Out Sister
What Is The Name Given To A Sailors Work Song;A Sea Shanty
Where Were typically Tropical Going To In 1975;Barbados
"Mark King Was The Lead Singer With Which UK Pop Outfit ""Level 42"" Or ""Big Country""";Level 42
Who Sang In A Pop Duo Alongside Mel Appleby;Kim Appleby
What Did Hot Chocolate Say It Sterted With In The 1970's;A Kiss
Name 3 Of The Four Members Of The Classic REM Lineup;Bill Berry, Peter Buck, Mick Mills, Michael Stipe
Which Declaration Brought The Beastie Boys Into The Charts In 1987;You Gotta Fight For Your Right To Party
What Was Dire straits 1982 Album Called;Love Over Gold
What Song Was Christmas Number One In The UK In Both 1975 And 1991?;Bohemian Rhapsody By Queen
Which Group Sat Down In The Top Ten Twice;James
"Their Debut Album was Called ""Lexicon In Love"" Who Was The Band";ABC
Tammi Terrel Died From A Brain Tumour 3 Years After Collapsing In The Arms Of Another Motown Singer Who Was He;Marvin Gaye
"Who Had A 1983 Hit With ""Si Si Je Suis Un Rock Star""";Bill Wyman
Who Was The Lead Vocalist With Haircut 100;Nick Hayward
Who Was The Reggae Legend Who Died From Cancer In Miami Florida On 11th May 1981;Bob Marley
Pink Floyd Featured A Chorus Of Pupils From A North London School For Which Of Their Hits;Another Brick In The Wall
